comment;Lang-tag;SA-tag;Off-lang-tag;;;
Haytem El Houdaigui Leo Ayman im coming madafkaakakzkakkakzkzhdjejdhfbfr;ANG;3;0;;;
Achraf Fikri energie interne xhal kadsawi hahahah hahah;DAL;3;0;;;
Aziz Hadri les Mercedes Benz h mchaw fiha;DAL;3;0;;;
Makatchofch sba3o pleine de sang Rah operation hadi;DAL;3;0;;;
Quel cauchemar courage Inchallah qu elle soit retrouve;FRN;3;0;;;
Kaoutar Ishaq Oum Akram tiene toda la razon;ESP;3;0;;;
Un bon samaritain il faut en prendre exemple;FRN;3;0;;;
اي بالله ياحسره  وتي شناطيك خلاص;DAA;3;0;;;
بصح تنا لاحظت الفرف برافو ولكن اش دار;DAA;3;0;;;
Adnan Mohamedديرله تاق خلي يتفرج Mohmmed Etrikyy باي;AUT;3;0;;;
تبارك الله عليك دكتور النتيجه واعره وباينه صراحه;DAA;1;0;;;
في انتظار تطبيق القانون علي مرتكبيها اقصي العقوبات;ARC;3;0;;;
كذب المتطرفون والمتعصبون ولو صدقوا vive la laicite;AUT;3;0;;;
كل منطقه يوجد الكرماء والبخلاء واغلبيه المغاربه كرماء;ARC;3;0;;;
 يكما كنتي حاط طوموبيل ديالك تماك;DAA;3;0;;;
مرحبا دكتور ماشالله عليك وتبارك الرحمان كم الثمن;ARC;1;0;;;
ه    مزيان ملي مهبطوش للارض;DAA;3;0;;;
يصدق عليهم المثل الشعبي ضربني وبكي واسبقني وشكي;DAA;3;0;;;
Alah ma wafighou wahfadhou yarab 3an sou ilbachar;DAL;3;0;;;
Daba bghito tsaliw m3aha mchi tchaj3oha lahh ihfdhaa;DAL;3;0;;;
Had 9ahwa fmknes ahbibi smitha al oaziz h;DAL;3;0;;;
Kolchi cheffar obat3in lmatch Hadi masrahiya Kolchi 3arefha;DAL;2;1;;;
Lahla ykhattikom innakom taksabona hasanat fi aljanna inchaallah;DAL;3;0;;;
Rwapa kidiren h 3alam sir tmazak 3ad mazak;DAL;3;0;;;
Salam rachid chou tous jour avec nouvell orevoir;FRN;3;0;;;
Waldi drbatou 3wina Jibih man fransa idawa fktama;DAL;3;0;;;
Sha raaf Din yak ma nta awld l3abd;DAL;2;1;;;
إحساس نبيل ومبادر خيره طيبه وجزاكم الله بالف;ARC;1;0;;;
ارحموا من في الارض يرحمكم من في السماء;ARC;3;0;;;
اشمن جنوب لاش رحلوهم كيعمرو لكيران واخوهوم فسوس;DAA;3;0;;;
التنظيم الدفاعي للوفاق الشقيق انعدام الفعاليه عند الوداد;ARC;3;0;;;
الحليب فالشكوه والدبان كيزنزن هو علي الاقل كيصلي;DAA;3;0;;;
الحمد لله لم اتفرج وبقا ليا عقلي صحيح;DAA;3;0;;;
الدوله هي نفسها تريد الفساد نحن لهم مقاطعون;ARC;2;0;;;
الفقيه السوسي البليد اغبي رءيس حكومه في التاريخ;ARC;2;1;;;
الله العن لبوك البو القحبه سيرس ديها فراسك;DAA;2;1;;;
المغرب لا يحتاج لدراسات ليثبت ذلك كلشي بااين;ARC;3;0;;;
برافو الوداد عاندكم الحظ كما ابتسم السنه الماضيه;DAA;1;0;;;
بصراحه كازه عامره بزاف بالعربيه احسن يرجعهوم البادي;DAA;3;0;;;
بوصوفه بدون فريق وحدادي لاعب غبي وفاشل وعشواءي;DAA;2;1;;;
بوفال الزهر حاريت يمكن مبقيتش فاهم هاد المدرب;DAA;3;0;;;
خليوهم يمشيو راه طابو مساكن في هده البلاد;DAA;3;0;;;
زعيم كارطوني مغرور به الصحراء مغربيه وستبقي كذلك;ARC;3;0;;;
شوف شنو كال الله فهاد الامر وسد الباب;DAA;3;0;;;
عقنا بكم يا ولاد الكلب وفين 17لمليار اشفيفير;DAA;2;1;;;
علامن غادي اتحرشو فطانطان علي الجمال متلا ه;DAA;3;0;;;
غالبا تاحد فيهم مغايكون رسمي تخربيقه هاد المنتخب;DAA;2;0;;;
فينيزيا فالقرون الوسطي كثره الهم كضحك يارب تسترنا;DAA;2;0;;;
كل التوفيق للاخضر المغربي امام إنييمبا قلوبنا معكم;ARC;3;0;;;
كوب ليه شي كاس مشحر المعلم فركوس ه;DAA;3;0;;;
كون كان معلم ميهزش القالب كامل بالكاغيط ديالوا;DAA;2;0;;;
  منين كيديرو شي حاجه فبالهوم كيوصلولها;DAA;3;0;;;
لا تقاس إلا بالفرق الصغيره خلي عليك الكبار;ARC;3;0;;;
لا للعشواءيه هناك من حولها الي تجاره مربحه;ARC;3;0;;;
h a7esan ftor a3ami hadak kayn limal9ach walo;DAL;3;0;;;
H franchement vous avez pas froid aux yeux;FRN;3;0;;;
lhal9a dial faach jwi3iin bgay ydiir drari h;DAL;3;0;;;
original original que la copie pas pu depasser;FRN;3;0;;;
NON surtt pas meme si aime la serie;FRN;3;0;;;
Kaoutar Zaraq nari tyruni surtt dk wili wilii;DAL;3;0;;;
اس تم اخويا لي شافوه بدا تيخدم تيحطموه;DAA;3;0;;;
الحمد لله هدكش كامل لخير البركه خاص عالقناعه;DAA;3;0;;;
الحموضه في ابهي تجلياتها الله امسخكم مسخا جليا;DAA;2;1;;;
السبيطارات لبوليس ديال الطريق الزواج والغلاء فالمغرب البحر;DAA;3;0;;;
السحاب تتبول خوفا من المباراه الناريه سبحان الله;DAA;3;0;;;
المستوي ديالكوم في الحضيض الله ينعل لي ميحشم;DAA;2;1;;;
بابا كان من المشاركين في المسيره وافتخر به;ARC;3;0;;;
بكل شفافيه راكم حامضين لا علاقه ليكم بالتمثيل;DAA;2;1;;;
تبارك الله عليكم توو تبارك الله عليكم توب;DAA;1;0;;;
خاص المقاطعه دار في فرنسا رانا غالطين فالموقع;DAA;3;0;;;
سير تفرج فراسك باش دوق الحموضه نيفو طايح;DAA;2;1;;;
شي حاجه الا تبعوك فيها لعرب خليها واهرب;DAA;3;0;;;
فضيحه للاسلام والعرب وخصوصا المغارب الشعب يدفع الثمن;ARC;3;0;;;
فعلا ولاد علي عمل احترافي تستحقون عليه التنويه;ARC;1;0;;;
لعنه الله عليكم يا فساد هدفكم تفتين الناس;ARC;2;1;;;
يالله كل الاغاني اللي بعشقها عم بحضرها هلق;DAA;1;0;;;
Fatima Ezzahra Rachid Barbari Tbarkllahe 3liha fi patisserie;DAL;1;0;;;
Baraka min alkhoza3bilat Wach tfarajto fmatch esp Portugal;DAL;2;0;;;
Bassma aammar et fatim zahra bentajer en valeur;FRN;3;0;;;
Chhal zuina ysokto lhmir li tatharnat Wytsma3 ladan;DAL;2;1;;;
Mohamed Amine Hamada Zhirou hh hesla dl lklab;DAL;3;0;;;
Nsaliw m3a sidhom 3li wafrikia wsantral wndozo lymah;DAL;3;0;;;
Angy chaimaa Habachi vediamo se le riconosci hahahah;ESP;3;0;;;
الله ياخد فيهم الحق فكل لي تيشفر البلاد;DAA;2;1;;;
ايها المراه من الاجمل انا ام سلمي سلمي;ARC;3;0;;;
تحيه لرجال الامن علي مهنيتهم وردع ال مجرمين;ARC;3;0;;;
جماعه الذيوثين لعنه الله عليكم معند بباكم نفس;DAA;2;1;;;
شرب الخمر كيف يسعي في جنون من عقل;ARC;3;0;;;
شوف ليك شي شيميل ه يgعدو معاك هه;DAA;3;0;;;
طريق سلامه إن شاء الله برافو ديما وداد;DAA;1;0;;;
غدا سياخدون ماخطت اقلامهم ومابيتت نفوسهم الدنيءه لناظره لقريب;ARC;3;0;;;
فخ منصوم للفءه الهشه طحت الصمعه علقو الحجام;DAA;3;0;;;
قطع الاشجار لماذا تدمير الطبيعه تشويه المنظر العام;ARC;3;0;;;
كوارث بالجمله ولينا كنسمعوها فالتعليم ديالنا مابقا مايتقال;DAA;2;0;;;
معك كل الحق في ما قلته للتو كاينه;DAA;3;0;;;
نتمني الشفاء لكل مريض فالجميع محتاج إلي الدعاء;ARC;3;0;;;
ه دابا يبداو فكلمات الاغاني الدارجه علي الموضه;DAA;3;0;;;
منعرف شمن خطوه لزادت القدام ممكن فالظلام والاجرام;DAA;2;0;;;
لقاك مازال تقول صوتو خسر معاك اصاحبي هنيءا;DAA;3;0;;;
Nty raki mnwr azin dial ana knbrik bzaf;DAL;1;0;;;
dawdiya bara wisam h ra takhod ra h;DAL;3;0;;;
Assalamu alaikum waramatullahi ta ala wabarakatuhu ya ikhawani;DAL;3;0;;;
Ana kat3ajbini bazaf ila darti Instagram alghzala dawdia;DAL;1;0;;;
7a9na klawh laklab wxa3b maxi kayssawat 3lihom flintikhab;DAL;3;0;;;
3lina w3lik imbratora nmoto fik ya hbiba dyalna;DAL;1;0;;;
amine sbah nour khti asma inxa2 llah mrbouha;DAL;3;0;;;
اسحبو إعجابكم في صفحات العياشه ولاد الق اب;DAA;2;1;;;
الزين في المكناسيات والباقي اشاعات سير علي باباه;DAA;3;0;;;
إنني اغرق امام تضاريس صدرك اغرق النج ده;ARC;3;0;;;
شكرا اسماء ايضا لك حب الرياضه تحياتي اسماء;ARC;1;0;;;
عيع شنو هاي علي يسارك بس انتي المنوره;AUT;1;0;;;
فنان مبدع متعه العين لن تمل من المشاهده;DAA;1;0;;;
ملامحك زمان احلي كلما خف المكياج كنتي اجمل;DAA;1;0;;;
3ad 3am en lega tetouan en cha alah;DAL;3;0;;;
3laa Sosii mQaawd Fiha l3amar yk Pir Ozi;DAL;3;0;;;
3lach ja kan b9a tma bla may3adeb raso;DAL;3;0;;;
3lach may9rach aya 9ur2aniya daruri mn lghna pff;DAL;2;0;;;
Naghmi Ser 3teena tiissa3 laaj yerham leeq lwalidin;DAL;2;0;;;
7na 7awyin ifriqia kamla ma3la balnach bi la9roda;DAL;2;1;;;
9hartona bilfari9 yasta3id omachfna walo ghir l3ahat mardtona;DAL;2;1;;;
ademin bawa9 dayr 17h ofi foto dayr 18h;DAL;3;0;;;
 الجمهور الوحيد الذي يشجعكم وانتم لا تعلمون;ARC;3;0;;;
ahsan osloub hl3ab bih lmodarib howa difa3 lmanta9a;DAL;3;0;;;
Akhsna rjal fkipo ama had tasri7at makandokhochi bihom;DAL;3;0;;;
Alah yrham 5outna ly mato fi jaana khalidin;DAL;3;0;;;
Ana beghit zaml bouham khosran welad kehab kamlin;DAL;2;1;;;
Ana rajawi kantman likom masim ikon fi lmosatwa;DAL;3;0;;;
Anas tanhabok bon couraje sbar o3mal radi tosal;DAL;1;0;;;
Awal marah kan3ala9 Natmana yraja3 CODM Lbotola l2i7tirafiya;DAL;3;0;;;
Axriw mla3bia baraka mat9a7bno 3lina hadxi tla3na frasna;DAL;2;1;;;
Azul aga arbah inchalah atabah a3naksan ar3afit zagor;AUT;3;0;;;
Bach ghaadstaeaado uantmnaaw dbdlona raaey diana odemlo chihaaja;DAL;3;0;;;
Arsalan Akn benjelloun feh les billets rah 9rib;DAL;3;0;;;
besahtom blhak dik chawni alax makayeaaytloxi bel hessain;DAL;3;0;;;
Bon courage titwan rbah nch2alah ou dima widade;DAL;3;0;;;
boutaibe khsso ikhrj idkhel azarou amrabt blasto boufal;DAL;3;0;;;
Bsah les billets magana darohom pour les Cameron;DAL;3;0;;;
Mohamed Rayane Khalil chakir wlh ta hreb lih;DAL;3;0;;;
cheikh komara achraf dari ahmed tagnaouti badii aouk;DAL;3;0;;;
cheno 3adn3mlo m3a tanjawa n3tewhom botola wala waloo;DAL;3;0;;;
Chkoon msawa9 likom rabho wala khasro chghalkom hadak;DAL;3;0;;;
Chno blanha gheda dekhla fabor wela bl flous;DAL;3;0;;;
Chta lbarah karfsatna saraha Meme si transport walo;DAL;3;0;;;
Dima raaja wa sawLoo kolih 3laach majaach lkar;DAL;3;0;;;
Mar Wan Ahmed Es Essaadouni drori nkono hadriin;DAL;3;0;;;
Ewa bqa likom gha page dial winners mahydtohach;DAL;3;0;;;
Fain makane xiwahid t9adalo l3a9de ola shref jibohlnaa;DAL;3;0;;;
fayn had islah li slhoh mohim bsaha krasa;DAL;3;0;;;
fayni dik maryo 3lax mabkaxi kiban xi tawdih;DAL;3;0;;;
Dima IRT fi saraa aw saraa dima tanger;DAL;3;0;;;
fin mchaw wassat lmaydan bach rah modafi3 h;DAL;3;0;;;
Fkro homa fcodm mskin 3ad ayfkro lik fterain;DAL;3;0;;;
gol dial ziach dey3o bacha3a ana 9rib gardien;DAL;3;0;;;
h ina li lah wa ina ilayhi raji3on;DAL;3;0;;;
H kolchii 3la chakir dimari akhoya hmadii ltanger;DAL;3;0;;;
H makhasek twahem rasek bika ntuma fari9 kbir;DAL;3;0;;;
Had l3jel men lakher kakheso ye9awed safi salina;DAL;2;1;;;
Kon Darto had La3b m3a Siyadhom kon 3amarnakom;DAL;3;0;;;
had lanpeka fiha jan k7al dima ktakhsar fdar;DAL;3;0;;;
Had mwafaa lilmagmo3a Fi lhodod almotabaaya mina lbotola;DAL;3;0;;;
Had nador dima katw9af lcodm 3dm hi zkara;DAL;3;0;;;
Had zbi 5a yemxi fehalo hasb karo ronaldo;DAL;2;1;;;
Hada ma ftekhar ma walo mojarrad akhbar rias;DAL;3;0;;;
hadi hia siasa de tetuan kaelo3bo gher belmadrasa;DAL;3;0;;;
Hadi hiya Lhadra msab Mor pardido matok3xi tsmsera;DAL;3;0;;;
Hadi hiya likay golo liha katkhwi lma framla;DAL;3;0;;;
Hadok machi la3aba li3and mogreb had l3am sigonda;DAL;3;0;;;
Reda Laasri haha chuf chkon haymchi montakhab sahbik;DAL;3;0;;;
Hakam wald l9ahba bayna kaysafar ri lasalih raja;DAL;2;1;;;
 كلاب العزي دايرين خدمتهم;DAA;2;1;;;
hchoma 3likom kamlin bzaf 3likom thazo dak toni;DAL;3;0;;;
Mehdy Qrt hedraf bikom bach ghansaliw lal9ab h;DAL;3;0;;;
hta ana kankola men london england naghmi fuera;DAL;2;0;;;
Ila marbahnach hado lyoum ma3reftch Chno ghadi nrebho;DAL;3;0;;;
Ils vont installe des sieges au terrain honneur;FRN;3;0;;;
Ina lilahi wa ina ilayhi raji3on lbaraka f3ailto;DAL;3;0;;;
incha Allah lana athiqata fihim wa fi almodaribe;DAL;3;0;;;
Ja mn mrakch bgha yarbah Rak ghalt hmadi;DAL;3;0;;;
Franck Dia Wagoum je viens de te dire;FRN;3;0;;;
kakhalito maghrib yhtaloh syadkom ga3 matwslo nhad lhala;DAL;3;0;;;
karim si mhamad y9dar ytrechah sma3to kay9ola nl3ayachi;DAL;3;0;;;
Kathelmou bzaf 3points pour ns لا عزاء للحاقدين;AUT;3;0;;;
khas chabab dok chraf maandhom maydiro salat sa3thom;DAL;3;0;;;
Khasrin 3andk fiha chek kayen re8 3ewawel sera8in;DAL;3;0;;;
Khdito messi koun kan fido koun bqa bera;DAL;3;0;;;
Khooty lahy y7fdekoom fo9ax kayen Test fe FUS;DAL;3;0;;;
Khoti rif rjaal merhba bikom fcasa 3and rajawiyiin;DAL;3;0;;;
 واعره علاش ماتخلصوهمش ويخدمولكم من جديد;DAA;3;0;;;
kolona foaad aasso bi tawefike in chaa allah;DAL;3;0;;;
Kont kntfarej datnii 3ayni 3ad fiqt wlh mqtolin;DAL;2;0;;;
La victoire aux aigles verts In Chaa Allah;FRN;3;0;;;
Lah i3tikom mossiba masda9touch b9a fiya ghir jamhour;DAL;2;1;;;
Lah in3al zamal Bohom wahad wahad Wlad la9hab;DAL;2;1;;;
Lahla ykhatikom khoti lhbib hnaya m3akom tanger tonadi;DAL;1;0;;;
MouSsa Ziat Gb lay dik 3la khir bro;DAL;3;0;;;
Les enfoires cv rida rakdima hadar vive WAC;FRN;3;0;;;
Svp Wach les guichets ykouno 7aline had l3chiya;DAL;3;0;;;
Li jab had modarib rebi yakhod fih 7e9;DAL;2;1;;;
Libra ymchi ytferej fhad lmatch chno ydit alkhot;DAL;3;0;;;
Xa3biya Li3aziz lintawloh ni9asroih salamo 3alaykoim warahmato lah;DAL;3;0;;;
lkhot imta kat7al lgichiya wach sba7 olla l3chiya;DAL;3;0;;;
Hatim Br Hatim Br mab9a lisafn may9ol hadiron;DAL;3;0;;;
mabrok ila majabohach rjal ijiboha lbnat marboha inchalah;DAL;3;0;;;
Mabrouk bonne continuation Benchrifa bravo tout ton staff;FRN;1;0;;;
Magalch frere gal ami baraka mn zyada wnfikh;DAL;2;0;;;
Marboha inxalah wakha s3iba fhad drfjya vamos tetwan;DAL;3;0;;;
Mbrok krat tn9ad lhocima ratfalki nchalah vive husa;DAL;3;0;;;
modaribin bjoj khayfin ftiran waw 3la 3ahd wsalnalo;DAL;3;0;;;
Naghmi 3lax texkila mezwna gher f3ot naghmi ga3dawi;DAL;1;0;;;
Naghmi lah yti ntabon dyimah xalal ndik rejlin;DAL;2;1;;;
njro rmoyat hsan osbrliha htamchi mrzazi hsan lkn;DAL;3;0;;;
Dima FUS ntmanaw nchofo la3eb litan3arfoh 3el fus;DAL;3;0;;;
Oli bghi tadakir ftanger fin il9a no9at lbay3;DAL;3;0;;;
On est toujours derriere vous Fight for us;FRN;3;0;;;
MoUrađ Ěłľ BaŘbiřo Xof osade dyalik Ali h;DAL;3;0;;;
Pouquoi pas une presentation officielle pour les nouveaux;FRN;3;0;;;
Rani oropa ma3ndix riyadia xi maw9i3 natfarj fiha;DAL;3;0;;;
Regragui baraka 3lik ser dabr 3la far9a khra;DAL;3;0;;;
Regragui prq tu change la formation chaque match;FRN;3;0;;;
Renard ma3ndouch m3a Azzaro Chrome Kaydir Boss Kaabi;DAL;3;0;;;
Safi radi bdaw katbou Fi 7itane NASSIRI IR7AL;DAL;3;0;;;
Siro ya wlad l9hab ra 9awdto had lablad;DAL;2;1;;;
Snrt live n9der nchaad lmaatch bta3li9 chraat alkhuut;DAL;3;0;;;
Svp donnez nous la liste des joueurs convoques;FRN;3;0;;;
Uii kuya kena mehtarmine bnadem ja bda y3er;DAL;3;0;;;
untoma axno drto skto kima l3ad taslo bihehh;DAL;3;0;;;
El Mehdi El Abyad wa dimari khouya ltanger;DAL;3;0;;;
Wach akhoya golya wahad yassin lamin ghadi mazyan;DAL;3;0;;;
Wach azaro 3ndo l7e9 yl3b redda wlla m3a9eb;DAL;3;0;;;
Aziz Honsali wakha lekala walakine ki 9edi legharad;DAL;3;0;;;
wald mdinti bravo a3lik alah izid bik al9dam;DAL;1;0;;;
Abdulwahd Rachidi wlahila tof dyalk innaha l3alamiya h;DAL;3;0;;;
Med RiDa Marzak xhaal l3b m3aya hna brb;DAL;3;0;;;
Xi 7ad y3tini classement dyl hd lmjmo3a Svp;DAL;3;0;;;
Xkoun had lgjaymi li9alk tanja fiha tiranat fabour;DAL;3;0;;;
Xmn sa3a ofayn la3bin a5ay lah yr7am waldik;DAL;3;0;;;
Xno tanga Mahadb9axi dji awla 3la 3ya9a hadi;DAL;3;0;;;
Mohamed Said El Cuera xof xof mkhasar hahahahah;DAL;3;0;;;
Y3awdoha nkarrom 7naya Tanja dyalna independente b7al Monaco;DAL;2;1;;;
Yajib ixrak la3ib yasin lkhl fi mobarayat l9adima;DAL;3;0;;;
اتمني ان تكون المقابله الاخيره للمدرب ريني جيرار;ARC;3;0;;;
اتمني لكم الاستمرار في لعب مثل هذا اليوم;ARC;3;0;;;
احسن حاجاه فالماتش هو إصابه بلهنده ودخوول بووفال;DAA;3;0;;;
احسن حاجه فالماتش هو إصابه بلهنده ودخوول بووفال;DAA;3;0;;;
احسن حاجه هي بدلتو ديك شركه طاليانيه المبهدله;DAA;3;0;;;
اخاوا ديالي الشتا والريح فطنجه نشاء الله توقف;DAA;3;0;;;
Yassine Chafik Nayda 3endkom wnta rakhi jlofek h;DAL;3;0;;;
Hajar Harii 3liha 3mlti labas jdada katgwzlk 4chhor;DAL;3;0;;;
Jawad El Ahmar 3rfuk baghi tmchi tfferej xD;DAL;3;0;;;
Ismail Farid 9rib inshaa Allah ha blasstek h;DAL;3;0;;;
Farida Bmk a3 je ai pense qu toi;FRN;3;0;;;
acb haf lkalakh le9ser rq aandhom west le9ser;DAL;3;0;;;
Hamza El Ahmar ach ban lik akhoya temchi;DAL;3;0;;;
Mohammed El Kheir ach ban lik h n3awdoha;DAL;3;0;;;
Medo Talib Camarad ach ban likk nhar samedi;DAL;3;0;;;
Anas Lebhairat Nouaamane Barrios ach ban likom mchina;DAL;3;0;;;
Dalila Oum SamiChaira ache bane lik ndiw drari;DAL;3;0;;;
Ilham Mahdi Anamil Amal ache bane likom temchiw;DAL;3;0;;;
Amal Tij Safae Allem ahahaha safe 3eye9t elikum;DAL;3;0;;;
Ahhahhahha dawzt fyha iyam zwina ob9a kan9ra feha;DAL;3;0;;;
Ahmed est succulentissime avec un bon verre atay;FRN;3;0;;;
Sarah Abdel alalalala ton chouchou vit un enfer;FRN;3;0;;;
Allez voir Ivoirien ISAAC De Bankole grand acteur;FRN;1;0;;;
Allh ykhlik jwbni obghit n3raf fin mwjouda l3iyada;DAL;3;0;;;
Alouani voila la techno dont je parlais hier;FRN;3;0;;;
Architecture marocaine diriger par un ALGERIEN chercher erreur;FRN;3;0;;;
Bd anda la ou abrite les clochard mtn;FRN;3;0;;;
Bd anfa can fih wahd laam CIRQUE AAMMAR;DAL;3;0;;;
Bella mi negra te mando un fuerte abrazo;ESP;3;0;;;
Bghit lik darssa ou la7la9em ganss boul lba3ir;DAL;2;1;;;
Bghit nji lyouma avec ou sans rendez vous;DAL;3;0;;;
Saad Bouaamri Ayoub Dahir bnadm li msayaf nit;DAL;3;0;;;
Achraf Sabri bnti liya 7da dj tala3 kdansi;DAL;3;0;;;
Bsah hadi hiya 3adala wtanmiya kamlin fhal fhal;DAL;3;0;;;
Ca devrait le Ramadan le temps du ftour;FRN;3;0;;;
Ca dure combien de temps il vous plait;FRN;3;0;;;
Ca peu marcher avec les rides du front;FRN;3;0;;;
Ca se passe dans quelle ville svp Merci;FRN;3;0;;;
Casa mdinti hya 3marat lmodon ahsan madina flmaghrib;DAL;3;0;;;
Ce sont pires que des vendu ses FilsDP;FRN;3;0;;;
est bien kif tchaher bihom nes lbha osloub;DAL;3;0;;;
est de la connerie tt ca faut ouvrir;FRN;2;0;;;
est pas sa page est un fake account;FRN;3;0;;;
est tout ce qu ils ont trouve dire;FRN;3;0;;;
est tres dangereux ce qu il fait kalakh;FRN;2;0;;;
Jawad El ch3and tabon dyemahom m3ana choka f7al9om;DAL;2;1;;;
Chebahta ne wahda bezaf manqdarxi nkol chekon h;DAL;3;0;;;
Chhal baasla m3a karek lah in3al din dyemak;DAL;2;1;;;
Mouad Ameziane chni hadchi akhay Hamza ABA ISsA;DAL;3;0;;;
Mounir Missi Unes Lembarki chofo chtha dial momo;DAL;3;0;;;
Chouaib h hanta ha berada ha gelssi h;DAL;3;0;;;
Amine El Amghari chouf had barbie ach katgol;DAL;3;0;;;
Choufi les menus Rita Idrissi Khamlichi Kawtar Hoummani;DAL;3;0;;;
Belva Karon chuf lmrsa wadagh akinan walo azwo;DAL;3;0;;;
Med Brd Zakaria Rhorab chuu ach Diye3tu h;DAL;3;0;;;
Combien ca coute et votre numero de tel;FRN;3;0;;;
Sahl Abdel daba hadou assurance madire maahume walu;DAL;3;0;;;
daba nchof klamk wach shah ola tatkdab 3lina;DAL;3;0;;;
Deja chfte nador de alger blassa sghewra bzaf;DAL;3;0;;;
Derb lkhir ain chok laah irahmo wi rhamna;DAL;3;0;;;
Latifa Latifa dimanche lmaji nmchyw ach ban lik;DAL;3;0;;;
Dimanche on ira regarder Michelle Assouman avec donnel;FRN;3;0;;;
Seloua Seloua Kaoutar El Sara El dj khabatoo;DAL;3;0;;;
Enfin une decoration amplement meritee et convenablement accorde;FRN;1;0;;;
Kaoutar Sedkaoui entree gratuite pour toutes les filles;FRN;3;0;;;
Est ce que cette pratique et sans anesthesie;FRN;3;0;;;
Et ca va tenir combien de temps docteur;FRN;3;0;;;
Karim El et en Irak aussi apparement hahahaha;FRN;3;0;;;
Et pour le menton qq on doit faire;FRN;3;0;;;
Fatima Zehra Kouraji fach fkrk dak chifour h;DAL;3;0;;;
Fait peter sort la tunee bandes de zgigs;FRN;3;0;;;
Nadia Bensalah fikratni fel haja meskina lah yrehma;DAL;3;0;;;
Fine andak cabinet wacheno hadchi wachehal yamkane ychad;DAL;3;0;;;
Karima Karima ghadi rim twali dir bhal haka;DAL;3;0;;;
EL Mehdi Rafya ghir tangoulik z3ma 7it khuya;DAL;3;0;;;
ghost rider tayerni hada golo lach hare9 rasek;DAL;3;0;;;
Fati Masror h ach balak mandirohach lwalid hh;DAL;3;0;;;
H ach brito tchoufo mohim choufo natija enface;DAL;3;0;;;
H bayna laman i3tih wakha ikon mayat i3tihalo;DAL;3;0;;;
Rihab Am KawTar As h ila l9itoni n3rfkom;DAL;3;0;;;
Elmehdi Benbejja Saif Chorfi h kidirin m3a zaman;DAL;3;0;;;
Houda Damani h kolchi 3la dolayce jaybina h;DAL;3;0;;;
H mate3eraf chemache takol had makela tayahela toneseyo;DAL;3;0;;;
Aarrass Anas h mxa hza9e khedma dyl mghrba;DAL;3;0;;;
H tetwaniyin t3acha bayta wla tbat khfif H;DAL;3;0;;;
H waeuj desfenjat a3bad llah klawhom hta tart9o;DAL;3;0;;;
Abderrahim Morjane ha 3chirek li 3ziz 3lik hahaha;DAL;3;0;;;
Salah Eddine Sarnani ha dakchi li kai3jbk h;DAL;3;0;;;
H Fati ha fin tatmchi nano h gratuit;DAL;3;0;;;
Jinhi Hicham ha l3ar chu m3ak les com;DAL;3;0;;;
Fatih Ozil Youssef ha li golt lik tra;DAL;3;0;;;
Hada coiffeur machi tbib ach darlha machfna walou;DAL;2;0;;;
Hada wld الشيخه الخاي حمزه ولادهم هر زنقاوين;AUT;2;1;;;
Abouricha Dounia Dounia Abouricha hada zwina il merite;DAL;1;0;;;
Hadchi mziwen bravo docteur le prix Quel ville;DAL;1;0;;;
Hadi hxouma ubzf 3liha ida kanet men tetouan;DAL;2;0;;;
Ikram EL Haouari Ilyass El Haouari hadi khataar;DAL;3;0;;;
Imane Rachidy hadi la taflat bzzf sfi weekend;DAL;3;0;;;
Mehdi Boutaib hadi li gatlik kayjiboha fi lmol;DAL;3;0;;;
Hadshiki rer hedraa mnin katmchi katwlii hedra kheraa;DAL;3;0;;;
Kenza Lahlou Oussama Bellahsen hahahaha yakma ntuma hadou;DAL;3;0;;;
Zuleikha El Idrissi hahahahahahahha sf ana anskut olh;DAL;3;0;;;
Toufik Kech haka kan dar lik sowak h;DAL;3;0;;;
Jinane Ait El Madan haki haki ma3rfti walu;DAL;3;0;;;
Hakim si tu as besoin une Mercedes lol;FRN;3;0;;;
Mariem Rimita hani kanetesana choufi acheno demondit lik;DAL;3;0;;;
Hata ana kan3ani man nafs lmochkil o3andi 34ans;DAL;3;0;;;
HatimFakhari ha ha resto li galo tehare9at h;DAL;3;0;;;
Driss Ben Messaoud have you seen this hahaaha;ANG;3;0;;;
Ayman Jad hay hay hay sde9 3endkoum tarikh;DAL;3;0;;;
Rosalinda Natasha hena fine kant dik sata li;DAL;3;0;;;
hrab chad chad Bel hrab awayli 3la adomat;DAL;2;1;;;
Hوا عجبتاه ميمتي بقاو لينا غاحوريات البحر هخ;DAA;3;0;;;
Il fallait nous montrer comment ca se passe;FRN;3;0;;;
Hakim Japon ila beryti te9di 3la بياضي عيسي;AUT;3;0;;;
Snooky Mjk ils ont courage les filles lol;FRN;3;0;;;
Imane mazal machfna mnek waloo da quanto tempo;DAL;3;0;;;
je suis algerien vive maroc nchallah yfarhouna demain;FRN;3;0;;;
Je suis interesse le prix il vous plait;FRN;3;0;;;
Halima Sahli Najoua El Ouadgui jem3o rasskom h;FRN;3;0;;;
Mouad Elkihel jme3 bobrissate warak la marque h;DAL;3;0;;;
Hobal Solo kalaa de sraghna hiy lim3roufa blkarm;DAL;3;0;;;
khaliw 3ibad llah treza9 rah azma klat lpobri;DAL;2;0;;;
Hamza Ramouhi Oussama Jamil ki baan lia anrej3o;DAL;3;0;;;
